available,artist,price,label,tracks,link,release,front_cover,catalog_num
Add To Basket,"Delivery,Technology Transplant",£7.49 (£8.99 inc vat),Valcrond Video,Brain Drained / Technology Transplant / Four...,https://www.redeyerecords.co.uk/vinyl/85224-vv-025-delivery-technology-transplant-,"Delivery,Technology Transplant",https://www.redeyerecords.co.uk/imagery/118966-2.jpg,VV 025
Add To Basket,"Denis Mpunga & Paul K,Criola E.p",£11.74 (£14.09 inc vat),Music From Memory,Intermezzo 03 / Criola / Intermezzo 02 / ---...,https://www.redeyerecords.co.uk/vinyl/82650-mfm-019-denis-mpunga-and-paul-k-criola-e-p,"Denis Mpunga & Paul K,Criola E.p",https://www.redeyerecords.co.uk/imagery/116985-2.jpg,MFM 019
Add To Basket,"Diego Amur,Automa EP",£7.91 (£9.49 inc vat),Mindtrip,Automa / Automa (Jonas Kopp Remix) / Escape ...,https://www.redeyerecords.co.uk/vinyl/85199-mt15-diego-amur-automa-ep,"Diego Amur,Automa EP",https://www.redeyerecords.co.uk/imagery/118942-2.jpg,MT15
Add To Basket,"Dokta Venom,Mood Swings EP",£9.16 (£10.99 inc vat),Far Out Recordings,See The Sun / Mood Swings / I Owe U Somethin...,https://www.redeyerecords.co.uk/vinyl/83588-jd38-dokta-venom-mood-swings-ep,"Dokta Venom,Mood Swings EP",https://www.redeyerecords.co.uk/imagery/117707-2.jpg,JD38
Add To Basket,"Dume,(One Per Person)",£7.49 (£8.99 inc vat),Syncrophone Recordings,The World Of Difference ,https://www.redeyerecords.co.uk/vinyl/83947-syncrorsd2017-dume-one-per-person,"Dume,(One Per Person)",https://www.redeyerecords.co.uk/imagery/117968-2.jpg,SYNCRORSD2017
Add To Basket,Floorplan Aka Robert Hood,£7.08 (£8.50 inc vat),M-Plant,A. Never Grow Old (Re-Plant) B. Phobia (Re-P...,https://www.redeyerecords.co.uk/vinyl/53469-mpm20-floorplan-aka-robert-hood,Floorplan Aka Robert Hood,https://www.redeyerecords.co.uk/imagery/97427-2.jpg,MPM20
Add To Basket,"Jerome Hill,Toy Box Part 1",£7.91 (£9.49 inc vat),Dont,Egg Roll / Scez Princess / I Know / Mono Ska...,https://www.redeyerecords.co.uk/vinyl/84996-dont34-jerome-hill-toy-box-part-1,"Jerome Hill,Toy Box Part 1",https://www.redeyerecords.co.uk/imagery/118772-2.jpg,DONT34
Add To Basket,"Julian,Perception EP",£7.91 (£9.49 inc vat),Unn Music,Transpose / Upright ,https://www.redeyerecords.co.uk/vinyl/85168-unn001-julian-perception-ep,"Julian,Perception EP",https://www.redeyerecords.co.uk/imagery/118912-2.jpg,UnN001
Add To Basket,Kuntur – Crash EP  None Ltd Edition,£7.49 (£8.99 inc vat),Manichéisme,Crash#1 / Crash#2 / Crash#3 / Crash#4  ,https://www.redeyerecords.co.uk/vinyl/83722-mani070101-kuntur-–-crash-ep-none-ltd-edition,Kuntur – Crash EP  None Ltd Edition,https://www.redeyerecords.co.uk/imagery/117806-2.jpg,MANI070101
Add To Basket,"Midori Takada,Through The Looking Glas...",£25.80 (£30.96 inc vat),We Release Whatever The Fuck We Want,Mr. Henri Rousseau’s Dream / Crossing / Trom...,https://www.redeyerecords.co.uk/vinyl/81747-wrwtfww018ltd-midori-takada-through-the-looking-glass-2-x-lp-180g,"Midori Takada,Through The Looking Glas...",https://www.redeyerecords.co.uk/imagery/116285-2.jpg,WRWTFWW018LTD
Add To Basket,"Neozaïre,Apothecary Dream (Incl Synkro...",£9.16 (£10.99 inc vat),Fauxpas Musik,Color Me Grey / Yellow Passion / Departed Go...,https://www.redeyerecords.co.uk/vinyl/85195-fauxpas023-neozaïre-apothecary-dream-incl-synkro-remix,"Neozaïre,Apothecary Dream (Incl Synkro...",https://www.redeyerecords.co.uk/imagery/118938-2.jpg,FAUXPAS023
Add To Basket,"Paul Mac & Figure-Ground,Virtues / Val...",£6.25 (£7.50 inc vat),Shadow Story,"A1 Virtues, Values & Venom / A2 Eightfold Pa...",https://www.redeyerecords.co.uk/vinyl/85148-ss007-paul-mac-and-figure-ground-virtues-values-and-venom-ep,"Paul Mac & Figure-Ground,Virtues / Val...",https://www.redeyerecords.co.uk/imagery/118893-2.jpg,SS007
Add To Basket,"Portable Sunsets,Order (2 X LP )",£15.47 (£18.56 inc vat),Atomnation,Trust Fall	 / C1 Time Freaks / Hyperstabilit...,https://www.redeyerecords.co.uk/vinyl/85193-atmv047-portable-sunsets-order-2-x-lp,"Portable Sunsets,Order (2 X LP )",https://www.redeyerecords.co.uk/imagery/118936-2.jpg,ATMV047
Add To Basket,"Reflection Series #3,Va",£7.91 (£9.49 inc vat),Medusa Edits,Bigod -  20the Bog / Pil - Chant Chant / Kis...,https://www.redeyerecords.co.uk/vinyl/85166-me-004-reflection-series-3-va,"Reflection Series #3,Va",https://www.redeyerecords.co.uk/imagery/118910-2.jpg,ME-004
Add To Basket,"Simo Cell,Pogdance EP",£8.33 (£10.00 inc vat),Brothers From Different Mothers,Crystal / Echo Doppler / Random Noizes / I L...,https://www.redeyerecords.co.uk/vinyl/85172-bfdm014-simo-cell-pogdance-ep,"Simo Cell,Pogdance EP",https://www.redeyerecords.co.uk/imagery/118916-2.jpg,BFDM014
Add To Basket,"Sql,Sequel (2 X LP )",£15.47 (£18.56 inc vat),Gem Records,Metanoia	 /  Wildlands / 11th Hour / Melanch...,https://www.redeyerecords.co.uk/vinyl/85196-gem050-sql-sequel-2-x-lp,"Sql,Sequel (2 X LP )",https://www.redeyerecords.co.uk/imagery/118939-2.jpg,GEM050
Add To Basket,"Stefano Mainetti (Soundtrack),Zombi 3 ...",£16.76 (£20.11 inc vat),We Release Whatever The Fuck We Want,Seq 1 / Seq 2 / Seq 3 / Seq 4 / Seq 5 / Seq ...,https://www.redeyerecords.co.uk/vinyl/85206-wrwtfww011dj-stefano-mainetti-soundtrack-zombi-3-green-vinyl-different-b-side-to-red-version,"Stefano Mainetti (Soundtrack),Zombi 3 ...",https://www.redeyerecords.co.uk/imagery/118949-2.jpg,WRWTFWW011DJ
Add To Basket,"Stefano Mainetti (Soundtrack),Zombi 3 ...",£16.76 (£20.11 inc vat),We Release Whatever The Fuck We Want,Seq 1 / Seq 2 / Seq 3 / Seq 4	/ Seq 5 / Seq ...,https://www.redeyerecords.co.uk/vinyl/85205-wrwtfww011red-stefano-mainetti-soundtrack-zombi-3-red-vinyl,"Stefano Mainetti (Soundtrack),Zombi 3 ...",https://www.redeyerecords.co.uk/imagery/118948-2.jpg,WRWTFWW011RED
Add To Basket,"Trp,The Future",£8.75 (£10.50 inc vat),Mörk,The Future / Raindrop Shape / M7 / Highlacke...,https://www.redeyerecords.co.uk/vinyl/84102-mörk014-trp-the-future,"Trp,The Future",https://www.redeyerecords.co.uk/imagery/118102-2.jpg,MÖRK014
Add To Basket,"Unknown,Unknown",£7.49 (£8.99 inc vat),Sport Is Great,A / B ,https://www.redeyerecords.co.uk/vinyl/85173-sport1000-unknown-unknown,"Unknown,Unknown",https://www.redeyerecords.co.uk/imagery/118917-2.jpg,SPORT1000
Add To Basket,"Village Elders 002,Va",£7.08 (£8.50 inc vat),Green Village,Thefft & Toyc - Atlantic / Bd1982 - In 95 / ...,https://www.redeyerecords.co.uk/vinyl/85218-gv-008-village-elders-002-va,"Village Elders 002,Va",https://www.redeyerecords.co.uk/imagery/118960-2.jpg,GV 008 
Add To Basket,"We'll Tear Your Soul Apart,Va",£6.25 (£7.50 inc vat),Horror Boogie Records,Dankle - Isabigting / Cptn - Spazzo Rod / Th...,https://www.redeyerecords.co.uk/vinyl/44503-hboog05-we'll-tear-your-soul-apart-va,"We'll Tear Your Soul Apart,Va",https://www.redeyerecords.co.uk/imagery/25962-2.jpg,HBOOG05
Add To Basket,"Sleeparchive,Untitled",£7.91 (£9.49 inc vat),Arsenik Records,Grief / Roses / Steel ,https://www.redeyerecords.co.uk/vinyl/83952-asr006--sleeparchive-untitled,"Sleeparchive,Untitled",https://www.redeyerecords.co.uk/imagery/117972-2.jpg,ASR006
Add To Basket,"Analogue Bipolar Boy,Into Darkness EP",£6.66 (£7.99 inc vat),New Flesh,Theme Into Darkness / Mdma / Entangled / Int...,https://www.redeyerecords.co.uk/vinyl/83117-nf18-analogue-bipolar-boy-into-darkness-ep,"Analogue Bipolar Boy,Into Darkness EP",https://www.redeyerecords.co.uk/imagery/117335-2.jpg,NF18
Add To Basket,"Appleblim,Conch Shell Motives",£7.91 (£9.49 inc vat),Beatnik Boulevard,Conch Shell Motives / Holistic Rider / Glass...,https://www.redeyerecords.co.uk/vinyl/85132-beatb001-appleblim-conch-shell-motives,"Appleblim,Conch Shell Motives",https://www.redeyerecords.co.uk/imagery/28015-2.jpg,BEATB001
Add To Basket,"Art Alfie,Krlvk",£8.33 (£10.00 inc vat),Karlovak Records,Trippfiguren / Madame Larcier / Flaunting ,https://www.redeyerecords.co.uk/vinyl/83966-krlvk9-art-alfie-krlvk,"Art Alfie,Krlvk",https://www.redeyerecords.co.uk/imagery/117985-2.jpg,KRLVK9
Add To Basket,"Ashac,The Occult (2 X LP )",£15.49 (£18.59 inc vat),Aeternum Music," Orbit City / Jazz, Machines’n’skulls / The ...",https://www.redeyerecords.co.uk/vinyl/83121-aem009-ashac-the-occult-2-x-lp,"Ashac,The Occult (2 X LP )",https://www.redeyerecords.co.uk/imagery/117338-2.jpg,AEM009
Add To Basket,"Berlin Disco Club EP ,Va",£12.69 (£15.23 inc vat),Closing The Circle,Black Devil Disco Club - H-Friend (Benedikt ...,https://www.redeyerecords.co.uk/vinyl/85131-ctc-369-002-berlin-disco-club-ep-va,"Berlin Disco Club EP ,Va",https://www.redeyerecords.co.uk/imagery/Unavailable.jpg,CTC 369 002
Add To Basket,"Christopher Ledger,Acrimonia EP",£9.16 (£10.99 inc vat),Abartik,A1: Acrimonia / B1: Arapu Rmx - Acrimonia ,https://www.redeyerecords.co.uk/vinyl/85126-abatss002-christopher-ledger-acrimonia-ep,"Christopher Ledger,Acrimonia EP",https://www.redeyerecords.co.uk/imagery/118876-2.jpg,ABATSS002 
Add To Basket,"Cliche Morph,Escape From Himself",£6.66 (£7.99 inc vat),Midgar,Escape From Himself / South Meridian / Scand...,https://www.redeyerecords.co.uk/vinyl/82828-mdg010-cliche-morph-escape-from-himself,"Cliche Morph,Escape From Himself",https://www.redeyerecords.co.uk/imagery/117134-2.jpg,MDG010
Add To Basket,"D_func / Evigt Morker,Spiral Tribe Cut...",£5.82 (£6.98 inc vat),Finitude Music,Spiral Tribe Cuts (Part 1) / Spiral Tribe Cu...,https://www.redeyerecords.co.uk/vinyl/79644-fin-006-d_func-evigt-morker-spiral-tribe-cuts-,"D_func / Evigt Morker,Spiral Tribe Cut...",https://www.redeyerecords.co.uk/imagery/114696-2.jpg,FIN 006
Add To Basket,Damon Wild / Jurek Przezdziecki,£6.25 (£7.50 inc vat),Synewave,Clutch / Snatch / Clutch (Advent Diverse Mix...,https://www.redeyerecords.co.uk/vinyl/82313-sw-119-damon-wild-jurek-przezdziecki,Damon Wild / Jurek Przezdziecki,https://www.redeyerecords.co.uk/imagery/116726-2.jpg,SW 119
Out Of Stock,"Dan Piu,Living In Fear",£18.49 (£22.19 inc vat),Cartulis Music,Pulsating Orbit / Out Of Style / Linving In ...,https://www.redeyerecords.co.uk/vinyl/78780-crtl-004-dan-piu-living-in-fear,"Dan Piu,Living In Fear",https://www.redeyerecords.co.uk/imagery/114091-2.jpg,CRTL 004
Add To Basket,"Dax J,The Invisible Man EP",£6.66 (£7.99 inc vat),Monnom Black,The Wonk / The Invisible Man / Wir Leben Für...,https://www.redeyerecords.co.uk/vinyl/71345-monnom009-dax-j-the-invisible-man-ep,"Dax J,The Invisible Man EP",https://www.redeyerecords.co.uk/imagery/108593-2.jpg,MONNOM009
Add To Basket,"DJ Neewt,Biotope Trax",£8.75 (£10.50 inc vat),Yappin,Syggo / Opiate Tea / B Hybrew ,https://www.redeyerecords.co.uk/vinyl/85107-y004-dj-neewt-biotope-trax,"DJ Neewt,Biotope Trax",https://www.redeyerecords.co.uk/imagery/118859-2.jpg,Y004
Add To Basket,"Fabe,Break For EP",£7.91 (£9.49 inc vat),Mulen,Fabe - Romantic Fade / Fabe - Break For / Fa...,https://www.redeyerecords.co.uk/vinyl/85123-mulenv012-fabe-break-for-ep,"Fabe,Break For EP",https://www.redeyerecords.co.uk/imagery/118873-2.jpg,MULENV012
Add To Basket,"Fanon Flowers,Hunt Patterns 2",£6.66 (£7.99 inc vat),Mechanisms Industries,Fanon Flowers - Hunt Pattern 4 / Fanon Flowe...,https://www.redeyerecords.co.uk/vinyl/85116-m1995x002-fanon-flowers-hunt-patterns-2,"Fanon Flowers,Hunt Patterns 2",https://www.redeyerecords.co.uk/imagery/118866-2.jpg,M1995X002
Add To Basket,"Femminielli Noir,Echec Et Mat LP",£13.78 (£16.54 inc vat),Mind Records,Felicitations E´phe´me`res / Jeunesse Dans L...,https://www.redeyerecords.co.uk/vinyl/85150-mindlp003-femminielli-noir-echec-et-mat-lp,"Femminielli Noir,Echec Et Mat LP",https://www.redeyerecords.co.uk/imagery/118895-2.jpg,MINDLP003
Add To Basket,"Frankie Bones,Bonesbreaks Volume 16-1",£6.66 (£7.99 inc vat),Musique Pour La Danse,You Got The Groove Move / The Big Break Theo...,https://www.redeyerecords.co.uk/vinyl/80605-mpd004-frankie-bones-bonesbreaks-volume-16-1,"Frankie Bones,Bonesbreaks Volume 16-1",https://www.redeyerecords.co.uk/imagery/115417-2.jpg,MPD004
Add To Basket,"Frankie Bones,Bonesbreaks Volume 16-2",£6.66 (£7.99 inc vat),Musique Pour La Danse,Funky Acid Makossa / Mondolay Break / Techno...,https://www.redeyerecords.co.uk/vinyl/80606-mpd005-frankie-bones-bonesbreaks-volume-16-2,"Frankie Bones,Bonesbreaks Volume 16-2",https://www.redeyerecords.co.uk/imagery/115418-2.jpg,MPD005
Add To Basket,"Giammarco Orsini,?game Of Chance",£9.16 (£10.99 inc vat),Partisan,Planet Pan / Divenire / Any Robots Here / Po...,https://www.redeyerecords.co.uk/vinyl/83120-ptn003-giammarco-orsini-?game-of-chance,"Giammarco Orsini,?game Of Chance",https://www.redeyerecords.co.uk/imagery/117337-2.jpg,PTN003
Add To Basket,"Guti From Downstairs,Shi Subhaus",£8.75 (£10.50 inc vat),Gfd,Shi / Subhaus ,https://www.redeyerecords.co.uk/vinyl/85127-gfd003-guti-from-downstairs-shi-subhaus,"Guti From Downstairs,Shi Subhaus",https://www.redeyerecords.co.uk/imagery/118877-2.jpg,GFD003
Add To Basket,"Hector Oaks,Tres (Clear Transparent Vi...",£6.66 (£7.99 inc vat),Oaks,Hector  - Flash Their Empty Minds / Hector  ...,https://www.redeyerecords.co.uk/vinyl/84889-oaks03-hector-oaks-tres-clear-transparent-vinyl,"Hector Oaks,Tres (Clear Transparent Vi...",https://www.redeyerecords.co.uk/imagery/118698-2.jpg,OAKS03
Out Of Stock,"High Boys,World Numbination EP",£9.16 (£10.99 inc vat),Hoga Nord Rekords,High Boys - No Hope For A Sexual Revolution ...,https://www.redeyerecords.co.uk/vinyl/82504-hnruk003-high-boys-world-numbination-ep,"High Boys,World Numbination EP",https://www.redeyerecords.co.uk/imagery/116866-2.jpg,HNRUK003
Out Of Stock,"Holocaust Of Wisdom,Va",£7.91 (£9.49 inc vat),Veleno Viola,"2v231 - ""wires Of Hatred"" / 2v231 - ""holocau...",https://www.redeyerecords.co.uk/vinyl/84500-vv005-holocaust-of-wisdom-va,"Holocaust Of Wisdom,Va",https://www.redeyerecords.co.uk/imagery/118409-2.jpg,VV005
Out Of Stock,"J.c.,Vertigo",£6.66 (£7.99 inc vat),Cabrera,1 Vertigo / 2 Nyame / 3 Prayers To Anansi ,https://www.redeyerecords.co.uk/vinyl/81553-cbr07-j-c--vertigo,"J.c.,Vertigo",https://www.redeyerecords.co.uk/imagery/116122-2.jpg,CBR07
Add To Basket,"John Daly,March Session 3",£7.49 (£8.99 inc vat),Feel Music,4 / 19 / 5 / 23 / 49 / 54  ,https://www.redeyerecords.co.uk/vinyl/83525-fe303-john-daly-march-session-3,"John Daly,March Session 3",https://www.redeyerecords.co.uk/imagery/117647-2.jpg,FE303
Add To Basket,"John Heckle,Tone To Voice (2 X LP )",£14.50 (£17.40 inc vat),Tabernacle,Intro / Sonic Spectrometer / Salient Pole Ro...,https://www.redeyerecords.co.uk/vinyl/82539-tabr-038-john-heckle-tone-to-voice-2-x-lp,"John Heckle,Tone To Voice (2 X LP )",https://www.redeyerecords.co.uk/imagery/116898-2.jpg,TABR 038
Add To Basket,"Keith Carnal,Aluminium",£7.08 (£8.50 inc vat),Arts,Keith Carnal - Aluminium / Keith Carnal - Sh...,https://www.redeyerecords.co.uk/vinyl/85113-arts017rp-keith-carnal-aluminium,"Keith Carnal,Aluminium",https://www.redeyerecords.co.uk/imagery/118864-2.jpg,ARTS017RP
Add To Basket,Kito Kusunoki,£8.75 (£10.50 inc vat),Yoyakuza,Rurou / Ougi / Setsuna ,https://www.redeyerecords.co.uk/vinyl/82868-yoyakuza001-kito-kusunoki,Kito Kusunoki,https://www.redeyerecords.co.uk/imagery/117171-2.jpg,YOYAKUZA001
Add To Basket,"Ligovskoi,Mana EP  And Remixes",£14.79 (£17.75 inc vat),Dement3d,1 Aures / 2 Mana / 3 Elgon / 4 Cross / 5 Let...,https://www.redeyerecords.co.uk/vinyl/85162-dm3d016-ligovskoi-mana-ep-and-remixes,"Ligovskoi,Mana EP  And Remixes",https://www.redeyerecords.co.uk/imagery/118906-2.jpg,DM3D016
Add To Basket,"Maher Daniel 
maher Daniel (2 X 12'')",£15.50 (£18.60 inc vat),The Other Side,One Drop / Fallen Through - Maher Daniel & D...,"https://www.redeyerecords.co.uk/vinyl/85124-tos003-maher-daniel-
maher-daniel-2-x-12''","Maher Daniel 
maher Daniel (2 X 12'')",https://www.redeyerecords.co.uk/imagery/118874-2.jpg,TOS003 
Add To Basket,"Mique,View 107 EP",£7.49 (£8.99 inc vat),Patch Series,View 107 (Original Mix) / Granula (Original ...,https://www.redeyerecords.co.uk/vinyl/85135-pts001-mique-view-107-ep,"Mique,View 107 EP",https://www.redeyerecords.co.uk/imagery/118884-2.jpg,pts001
Add To Basket,Niwa Tatsui,£7.91 (£9.49 inc vat),Niwa Tatsui,Blue / Mountain ,https://www.redeyerecords.co.uk/vinyl/82869-niwa-tatsui-2-niwa-tatsui,Niwa Tatsui,https://www.redeyerecords.co.uk/imagery/117172-2.jpg,Niwa Tatsui 2
Add To Basket,Noface / Nyra,£6.25 (£7.50 inc vat),Canoe,Noface - Young Larry / Nyra - Sisco Visco ,https://www.redeyerecords.co.uk/vinyl/82082-canoe-002-noface-nyra,Noface / Nyra,https://www.redeyerecords.co.uk/imagery/116549-2.jpg,CANOE 002
Add To Basket,"Nv,Binasu LP",£13.78 (£16.54 inc vat),Mind Records,Bells Burp / Inn / Grass In The Woods / Bina...,https://www.redeyerecords.co.uk/vinyl/85149-mindlp004-nv-binasu-lp,"Nv,Binasu LP",https://www.redeyerecords.co.uk/imagery/118894-2.jpg,MINDLP004
Add To Basket,Oshana – Ametisu,£9.16 (£10.99 inc vat),Yoy,A Eccentric Electrix / Dream Frequency / Con...,https://www.redeyerecords.co.uk/vinyl/82645-yoy-02-oshana-–-ametisu,Oshana – Ametisu,https://www.redeyerecords.co.uk/imagery/116980-2.jpg,YoY.02
Add To Basket,"Pheeler,My Path EP",£7.49 (£8.99 inc vat),Resopal,A1: Everything Flows / B1: Music Effects Spi...,https://www.redeyerecords.co.uk/vinyl/85130-rsp094-8-pheeler-my-path-ep,"Pheeler,My Path EP",https://www.redeyerecords.co.uk/imagery/118880-2.jpg,RSP094.8
Add To Basket,Rhythim Is Rhythim,£7.49 (£8.99 inc vat),Transmat,Icon - Remixed Reconstructed / Kao-Tic Harmo...,https://www.redeyerecords.co.uk/vinyl/81247-ms091-rhythim-is-rhythim,Rhythim Is Rhythim,https://www.redeyerecords.co.uk/imagery/115879-2.jpg,MS091
Add To Basket,"Samuli Kemppi,New Iron Age EP",£7.49 (£8.99 inc vat),Power Of Voltages,A1: Ferrous Patch / A2: Butchers Cleaver / B...,https://www.redeyerecords.co.uk/vinyl/85129-pov002-samuli-kemppi-new-iron-age-ep,"Samuli Kemppi,New Iron Age EP",https://www.redeyerecords.co.uk/imagery/118879-2.jpg,POV002 
Add To Basket,"Sir Lord Comixx,Moment Of Certainty",£8.75 (£10.50 inc vat),That Place,Night Bird / Latin Club Style / Elevation / ...,https://www.redeyerecords.co.uk/vinyl/85156-tpl007-sir-lord-comixx-moment-of-certainty,"Sir Lord Comixx,Moment Of Certainty",https://www.redeyerecords.co.uk/imagery/118901-2.jpg,TPL007
Add To Basket,"Synthek,Transitions Of Life (2 X LP )",£12.90 (£15.48 inc vat),Natch Elements / Natch Records,Breathless / Disambiguation / Path Of Syncop...,https://www.redeyerecords.co.uk/vinyl/84817-ntclp02-synthek-transitions-of-life-2-x-lp,"Synthek,Transitions Of Life (2 X LP )",https://www.redeyerecords.co.uk/imagery/118650-2.jpg,NTCLP02
Add To Basket,"The Black Pony Orchestra,Let's Funk An...",£7.91 (£9.49 inc vat),The Black Pony Orchestra, - 00# Funk /  - 01# Swing /  - 02# Acid ,https://www.redeyerecords.co.uk/vinyl/84748-bpo003-the-black-pony-orchestra-let's-funk-and-swing-on-acid-,"The Black Pony Orchestra,Let's Funk An...",https://www.redeyerecords.co.uk/imagery/118600-2.jpg,BPO003
Add To Basket,"The Empire Line,Syndicate De La Coutur...",£8.33 (£10.00 inc vat),Avian,Fragrance Arpege / Cafe Anglais / Jewelry Ar...,https://www.redeyerecords.co.uk/vinyl/81716-avn028-the-empire-line-syndicate-de-la-couture,"The Empire Line,Syndicate De La Coutur...",https://www.redeyerecords.co.uk/imagery/116260-2.jpg,AVN028
Add To Basket,"Transmission Europa,Va",£7.49 (£8.99 inc vat),Pulse Drift Recordings,1 Das Muster - Die Eisprinzessin / 2 Eoism -...,https://www.redeyerecords.co.uk/vinyl/83262-pdr002-transmission-europa-va,"Transmission Europa,Va",https://www.redeyerecords.co.uk/imagery/117434-2.jpg,PDR002
Add To Basket,"Truncate,Drum Trax",£6.66 (£7.99 inc vat),Gynoid Audio,Model 2 / Drum Trax / Model 2 (Slam Remix) /...,https://www.redeyerecords.co.uk/vinyl/74139-gynoid016-truncate-drum-trax,"Truncate,Drum Trax",https://www.redeyerecords.co.uk/imagery/110667-2.jpg,GYNOID016
Add To Basket,"Uchitoshi,Aikaro",£7.91 (£9.49 inc vat),Uchitoshi,Hinode / Hiru Hikari / Nichibotsu ,https://www.redeyerecords.co.uk/vinyl/82870-uchitoshi-uchitoshi-aikaro,"Uchitoshi,Aikaro",https://www.redeyerecords.co.uk/imagery/117173-2.jpg,UCHITOSHI
Add To Basket,Unknown Artist – Key All 009,£7.49 (£8.99 inc vat),Key All,Untitled / Untitled   ,https://www.redeyerecords.co.uk/vinyl/80192-ka009-unknown-artist-–-key-all-009,Unknown Artist – Key All 009,https://www.redeyerecords.co.uk/imagery/115104-2.jpg,KA009
Add To Basket,"Unknown Artist,Ode",£10.00 (£12.00 inc vat),Ode,A1: #aa00ff A / B1: #aa00ff B ,https://www.redeyerecords.co.uk/vinyl/85128-odeaa00ffw-unknown-artist-ode,"Unknown Artist,Ode",https://www.redeyerecords.co.uk/imagery/118878-2.jpg,ODEAA00FFW
Add To Basket,"Verge,Mblematic Ruin",£12.90 (£15.48 inc vat),Avian,Conduit / Thorri / Effigy / Transient / Delu...,https://www.redeyerecords.co.uk/vinyl/84499-avn029-verge-mblematic-ruin,"Verge,Mblematic Ruin",https://www.redeyerecords.co.uk/imagery/118408-2.jpg,AVN029
Add To Basket,"Vlad Dobrovolski,The Drums Of The Fore...",£15.48 (£18.58 inc vat),Kotä Records,Hurry Of The Winds Working Across Open Space...,"https://www.redeyerecords.co.uk/vinyl/84503-kotä19-vlad-dobrovolski-the-drums-of-the-fore-and-aft
","Vlad Dobrovolski,The Drums Of The Fore...",https://www.redeyerecords.co.uk/imagery/118412-2.jpg,KOTÄ19
Add To Basket,"Volster / Aubrey,Rev EP",£7.49 (£8.99 inc vat),Shelter Records,"Aubrey - ""rev It Up"" / Aubrey - ""downtown 66...",https://www.redeyerecords.co.uk/vinyl/84501-sr002-volster-aubrey-rev-ep,"Volster / Aubrey,Rev EP",https://www.redeyerecords.co.uk/imagery/118410-2.jpg,SR002
Add To Basket,"When We Have Each Other, We Have Everyth...",£7.49 (£8.99 inc vat),Svedjebruk,A1 / A2 / B1 / B2 ,https://www.redeyerecords.co.uk/vinyl/84460-sved014-when-we-have-each-other--we-have-everything-va,"When We Have Each Other, We Have Everyth...",https://www.redeyerecords.co.uk/imagery/118373-2.jpg,sved014
Add To Basket,"Shahara-Ja,I'm An Arabian Knight",£10.74 (£12.89 inc vat),Left Ear Records,I'm An Arabian Knight (Extended Funky Arabia...,https://www.redeyerecords.co.uk/vinyl/80721-ler1007-shahara-ja-i'm-an-arabian-knight,"Shahara-Ja,I'm An Arabian Knight",https://www.redeyerecords.co.uk/imagery/62253-2.jpg,LER1007
Add To Basket,"Abstraxion & Kasper Bjørke,Nuit EP",£8.33 (£10.00 inc vat),Biologic,Matin / Nuit ,https://www.redeyerecords.co.uk/vinyl/83705-bio028-abstraxion-and-kasper-bjørke-nuit-ep,"Abstraxion & Kasper Bjørke,Nuit EP",https://www.redeyerecords.co.uk/imagery/117791-2.jpg,BIO028
Add To Basket,"Ac!d Revolution,Va",£8.33 (£10.00 inc vat),K Klassik,Joe Smooth - Disco Acid / Tyree Cooper - A P...,https://www.redeyerecords.co.uk/vinyl/84708-kklassikar001-ac!d-revolution-va,"Ac!d Revolution,Va",https://www.redeyerecords.co.uk/imagery/118571-2.jpg,KKLASSIKAR001
Add To Basket,"Ancestral Voices,Divination",£22.62 (£27.14 inc vat),Horo,Divination / Galdr / Geomancy / Rites / Tran...,https://www.redeyerecords.co.uk/vinyl/85009-horoex6-ancestral-voices-divination,"Ancestral Voices,Divination",https://www.redeyerecords.co.uk/imagery/70409-2.jpg,HOROEX6
Add To Basket,Anom Vitruv,£11.31 (£13.57 inc vat),Total Stasis,Untitled / Untitled / Untitled / Untitled ,https://www.redeyerecords.co.uk/vinyl/84129-stasis008-anom-vitruv,Anom Vitruv,https://www.redeyerecords.co.uk/imagery/27983-2.jpg,STASIS008
Out Of Stock,Black Catcher,£6.66 (£7.99 inc vat),Attic Music,Black Catcher - Gossip / Black Catcher - Gos...,https://www.redeyerecords.co.uk/vinyl/84301-attic014-black-catcher,Black Catcher,https://www.redeyerecords.co.uk/imagery/118263-2.jpg,ATTIC014
Add To Basket,Blue Hour,£6.25 (£7.50 inc vat),Blue Hour,Faithful Eventide / Midnight Sun / Will Neve...,https://www.redeyerecords.co.uk/vinyl/84141-bluehour009-blue-hour,Blue Hour,https://www.redeyerecords.co.uk/imagery/118133-2.jpg,BLUEHOUR009
Add To Basket,"Cassegrain,Arcs-03",£8.33 (£10.00 inc vat),Arcing Seas,Trappist (The Mover Remix) / Skull Gun (Pede...,https://www.redeyerecords.co.uk/vinyl/83703-arcs-03-cassegrain-arcs-03,"Cassegrain,Arcs-03",https://www.redeyerecords.co.uk/imagery/117789-2.jpg,ARCS-03
Add To Basket,"John Shima,Elements Unknown,Marbled ...",£8.75 (£10.50 inc vat),Firescope Records,Elements / A2.symbols / Implant / . Illumina...,https://www.redeyerecords.co.uk/vinyl/84289-fs005-john-shima-elements-unknown-marbled-vinyl,"John Shima,Elements Unknown,Marbled ...",https://www.redeyerecords.co.uk/imagery/118254-2.jpg,FS005
