temperature,dewPoint,precipitation,windChill,visibility,humidity,windDir,pressure,windSpeed,time,Date,conditions,events,gustSpeed
23.0,21.0,0.01,13.9,1.5,92%,South,30.32,8.1,4:32 AM,"Saturday, December 17, 2016",,,"
  -
"
23.0,21.9,0.02,13.1,1.2,96%,South,30.32,9.2,4:39 AM,"Saturday, December 17, 2016",,,"
  -
"
23.0,21.9,0.03,13.1,1.0,96%,South,30.32,9.2,4:54 AM,"Saturday, December 17, 2016",,,"
  -
"
24.1,23.0,0.02,15.2,1.5,96%,South,30.28,8.1,5:41 AM,"Saturday, December 17, 2016",,,"
  -
"
24.1,23.0,0.03,15.2,1.5,96%,South,30.27,8.1,5:54 AM,"Saturday, December 17, 2016",,,"
  -
"
25.0,23.0,0.00,17.1,1.2,92%,South,30.27,6.9,6:05 AM,"Saturday, December 17, 2016",,,"
  -
"
25.0,24.1,0.03,17.1,1.2,96%,SSE,30.24,6.9,6:42 AM,"Saturday, December 17, 2016",,,"
  -
"
25.0,25.0,0.03,17.1,1.5,100%,SSE,30.24,6.9,6:54 AM,"Saturday, December 17, 2016",,,"
  -
"
26.1,25.0,0.02,18.4,0.8,96%,SSE,30.23,6.9,7:23 AM,"Saturday, December 17, 2016",,,"
  -
"
27.0,26.1,0.05,19.5,0.5,96%,SSE,30.22,6.9,7:54 AM,"Saturday, December 17, 2016",,,"
  -
"
27.0,26.1,0.01,19.5,0.8,96%,SSE,30.19,6.9,8:11 AM,"Saturday, December 17, 2016",,,"
  -
"
28.0,27.0,0.03,19.3,0.8,96%,SE,30.15,9.2,8:54 AM,"Saturday, December 17, 2016",,,"
  -
"
30.9,30.9,0.07,22.2,0.2,100%,ESE,30.09,10.4,9:54 AM,"Saturday, December 17, 2016",,,"
  -
"
32.0,32.0,0.03,22.1,0.5,100%,SE,30.07,13.8,10:12 AM,"Saturday, December 17, 2016",,,"
  -
"
32.0,32.0,0.11,24.8,0.5,100%,ESE,30.02,8.1,10:54 AM,"Saturday, December 17, 2016",,,"
  -
"
32.0,32.0,0.01,24.2,0.5,100%,ESE,30.01,9.2,11:02 AM,"Saturday, December 17, 2016",,,"
  -
"
32.0,32.0,0.09,27.5,1.0,100%,East,29.95,4.6,11:47 AM,"Saturday, December 17, 2016",,,"
  -
"
32.0,32.0,0.10,26.4,1.5,100%,ENE,29.94,5.8,11:54 AM,"Saturday, December 17, 2016",,,"
  -
"
33.1,33.1,0.01,27.7,3.0,100%,ENE,29.93,5.8,11:59 AM,"Saturday, December 17, 2016",,,"
  -
"
33.1,33.1,0.01,27.7,3.0,100%,NE,29.92,5.8,12:07 PM,"Saturday, December 17, 2016",,,"
  -
"
33.1,33.1,0.01,28.7,3.0,100%,NNE,29.92,4.6,12:10 PM,"Saturday, December 17, 2016",,,"
  -
"
33.1,33.1,0.02,28.7,3.0,100%,NE,29.89,4.6,12:35 PM,"Saturday, December 17, 2016",,,"
  -
"
33.1,33.1,0.03,28.7,3.0,100%,NNE,29.88,4.6,12:54 PM,"Saturday, December 17, 2016",,,"
  -
"
34.0,33.1,0.00,28.0,2.5,96%,North,29.88,6.9,1:09 PM,"Saturday, December 17, 2016",,,"
  -
"
34.0,34.0,0.00,28.8,3.0,100%,North,29.88,5.8,1:16 PM,"Saturday, December 17, 2016",,,"
  -
"
34.0,34.0,0.00,27.2,1.5,100%,WNW,29.86,8.1,1:46 PM,"Saturday, December 17, 2016",,,"
  -
"
33.1,32.0,0.00,24.9,1.5,96%,WNW,29.86,10.4,1:54 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,30.0,0.00,21.7,1.5,96%,WNW,29.86,11.5,2:35 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,30.0,0.00,22.8,1.5,96%,WNW,29.86,9.2,2:54 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,30.0,N/A,22.8,1.5,96%,WNW,29.86,9.2,3:09 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,30.0,N/A,23.5,4.0,96%,WNW,29.87,8.1,3:40 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,28.9,N/A,23.5,5.0,92%,WNW,29.88,8.1,3:54 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,28.9,N/A,24.3,4.0,92%,WNW,29.89,6.9,4:07 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,28.9,N/A,23.5,5.0,92%,NW,29.89,8.1,4:20 PM,"Saturday, December 17, 2016",,,"
  -
"
30.0,28.9,N/A,23.2,6.0,96%,West,29.90,6.9,4:54 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,28.9,N/A,24.3,7.0,92%,WSW,29.91,6.9,5:54 PM,"Saturday, December 17, 2016",,,"
  -
"
32.0,28.9,N/A,"
  -
",7.0,88%,Calm,29.92,Calm,6:54 PM,"Saturday, December 17, 2016",,,"
  -
"
30.9,28.9,N/A,23.5,7.0,92%,WSW,29.94,8.1,7:54 PM,"Saturday, December 17, 2016",,,"
  -
"
33.1,30.9,N/A,28.7,7.0,92%,SSW,29.94,4.6,8:54 PM,"Saturday, December 17, 2016",,,"
  -
"
34.0,33.1,0.01,31.0,7.0,96%,SE,29.93,3.5,9:54 PM,"Saturday, December 17, 2016",,,"
  -
"
35.1,34.0,0.02,31.0,6.0,96%,SSW,29.91,4.6,10:54 PM,"Saturday, December 17, 2016",,,"
  -
"
35.1,34.0,N/A,29.3,7.0,96%,SSW,29.91,6.9,11:16 PM,"Saturday, December 17, 2016",,,"
  -
"
36.0,35.1,N/A,29.0,6.0,97%,SSW,29.89,9.2,11:54 PM,"Saturday, December 17, 2016",,,"
  -
"
36.0,35.1,N/A,29.6,6.0,97%,South,29.89,8.1,12:03 AM,"Sunday, December 18, 2016",,,"
  -
"
37.0,36.0,N/A,29.8,7.0,96%,SW,29.87,10.4,12:54 AM,"Sunday, December 18, 2016",,,"
  -
"
37.9,37.9,N/A,30.9,7.0,100%,SSW,29.86,10.4,1:54 AM,"Sunday, December 18, 2016",,,"
  -
"
39.9,39.9,N/A,32.5,7.0,100%,SW,29.85,12.7,2:54 AM,"Sunday, December 18, 2016",,,"
  -
"
39.9,39.0,N/A,32.9,2.0,97%,SSW,29.83,11.5,3:15 AM,"Sunday, December 18, 2016",,,"
  -
"
39.9,39.0,N/A,33.4,1.5,97%,SSW,29.82,10.4,3:26 AM,"Sunday, December 18, 2016",,,"
  -
"
39.0,39.0,N/A,32.3,0.8,100%,SSW,29.82,10.4,3:38 AM,"Sunday, December 18, 2016",,,"
  -
"
39.9,39.9,N/A,33.4,0.5,100%,SSW,29.82,10.4,3:54 AM,"Sunday, December 18, 2016",,,"
  -
"
42.1,42.1,N/A,37.1,0.5,100%,SSW,29.78,8.1,4:54 AM,"Sunday, December 18, 2016",,,"
  -
"
42.1,42.1,N/A,36.1,1.0,100%,South,29.75,10.4,5:20 AM,"Sunday, December 18, 2016",,,"
  -
"
45.0,45.0,0.01,36.9,2.5,100%,SSW,29.76,20.7,5:54 AM,"Sunday, December 18, 2016",,,"
  -
"
44.1,44.1,0.05,37.1,3.0,100%,South,29.71,15.0,6:10 AM,"Sunday, December 18, 2016",,,"
  -
"
46.9,46.9,0.05,"
  -
",8.0,100%,SSW,29.70,16.1,6:54 AM,"Sunday, December 18, 2016",,,"
  -
"
51.1,51.1,0.01,"
  -
",10.0,100%,SSW,29.68,20.7,7:54 AM,"Sunday, December 18, 2016",,,29.9
53.1,53.1,N/A,"
  -
",9.0,100%,SW,29.70,20.7,8:28 AM,"Sunday, December 18, 2016",,,"
  -
"
54.0,53.1,N/A,"
  -
",7.0,97%,SW,29.71,18.4,8:54 AM,"Sunday, December 18, 2016",,,29.9
55.9,54.0,0.00,"
  -
",7.0,93%,SW,29.70,28.8,9:54 AM,"Sunday, December 18, 2016",,,35.7
55.9,53.1,N/A,"
  -
",10.0,90%,SW,29.68,21.9,10:54 AM,"Sunday, December 18, 2016",,,"
  -
"
55.9,53.1,N/A,"
  -
",10.0,90%,SW,29.70,25.3,11:34 AM,"Sunday, December 18, 2016",,,33.4
55.9,53.1,0.00,"
  -
",9.0,90%,SW,29.68,23.0,11:54 AM,"Sunday, December 18, 2016",,,34.5
55.9,53.1,0.01,"
  -
",10.0,90%,SW,29.70,23.0,12:54 PM,"Sunday, December 18, 2016",,,34.5
55.9,53.1,0.01,"
  -
",10.0,90%,SW,29.71,18.4,1:54 PM,"Sunday, December 18, 2016",,,"
  -
"
57.0,53.1,0.01,"
  -
",10.0,87%,WSW,29.73,17.3,2:54 PM,"Sunday, December 18, 2016",,,28.8
57.0,52.0,N/A,"
  -
",10.0,83%,WSW,29.79,18.4,3:17 PM,"Sunday, December 18, 2016",,,25.3
50.0,43.0,N/A,"
  -
",10.0,77%,WNW,29.85,27.6,3:29 PM,"Sunday, December 18, 2016",,,42.6
46.9,36.0,N/A,"
  -
",10.0,66%,West,29.88,25.3,3:54 PM,"Sunday, December 18, 2016",,,39.1
46.0,35.1,N/A,38.3,10.0,66%,West,29.92,20.7,4:10 PM,"Sunday, December 18, 2016",,,32.2
45.0,33.1,N/A,37.4,10.0,63%,West,29.98,18.4,4:54 PM,"Sunday, December 18, 2016",,,33.4
43.0,28.9,N/A,35.1,10.0,58%,West,30.05,17.3,5:54 PM,"Sunday, December 18, 2016",,,28.8
39.9,27.0,N/A,30.2,10.0,60%,West,30.13,20.7,6:54 PM,"Sunday, December 18, 2016",,,27.6
39.0,25.0,N/A,29.6,10.0,57%,WNW,30.17,18.4,7:54 PM,"Sunday, December 18, 2016",,,25.3
37.9,23.0,N/A,29.6,10.0,55%,WNW,30.22,13.8,8:54 PM,"Sunday, December 18, 2016",,,24.2
36.0,12.0,N/A,26.0,10.0,37%,NW,30.29,17.3,9:54 PM,"Sunday, December 18, 2016",,,28.8
34.0,10.9,N/A,24.2,10.0,38%,NW,30.34,15.0,10:54 PM,"Sunday, December 18, 2016",,,24.2
33.1,10.0,N/A,23.9,10.0,38%,NW,30.38,12.7,11:54 PM,"Sunday, December 18, 2016",,,"
  -
"
32.0,5.0,N/A,22.1,10.0,32%,WNW,30.43,13.8,12:54 AM,"Monday, December 19, 2016",,,"
  -
"
30.9,3.9,N/A,20.7,10.0,32%,NW,30.47,13.8,1:54 AM,"Monday, December 19, 2016",,,"
  -
"
30.0,8.1,N/A,19.5,10.0,40%,NW,30.50,13.8,2:54 AM,"Monday, December 19, 2016",,,"
  -
"
28.9,10.9,N/A,18.2,10.0,47%,NNW,30.53,13.8,3:54 AM,"Monday, December 19, 2016",,,"
  -
"
26.1,12.0,N/A,14.0,10.0,55%,North,30.57,15.0,4:54 AM,"Monday, December 19, 2016",,,"
  -
"
23.0,8.1,N/A,9.6,10.0,53%,NW,30.62,16.1,5:54 AM,"Monday, December 19, 2016",,,23.0
21.9,7.0,N/A,6.9,10.0,53%,NW,30.63,19.6,6:54 AM,"Monday, December 19, 2016",,,"
  -
"
21.0,6.1,N/A,6.2,10.0,53%,NNW,30.69,18.4,7:54 AM,"Monday, December 19, 2016",,,24.2
19.9,-0.9,N/A,4.8,10.0,40%,NW,30.73,18.4,8:54 AM,"Monday, December 19, 2016",,,"
  -
"
19.0,-2.9,N/A,5.6,10.0,38%,NNW,30.76,13.8,9:54 AM,"Monday, December 19, 2016",,,"
  -
"
21.0,-4.0,N/A,9.3,10.0,33%,NNW,30.73,11.5,10:54 AM,"Monday, December 19, 2016",,,"
  -
"
23.0,-4.0,N/A,13.9,10.0,31%,North,30.71,8.1,11:54 AM,"Monday, December 19, 2016",,,"
  -
"
25.0,-2.9,N/A,18.1,10.0,30%,NNE,30.70,5.8,12:54 PM,"Monday, December 19, 2016",,,"
  -
"
24.1,-0.9,N/A,16.0,10.0,34%,North,30.70,6.9,1:54 PM,"Monday, December 19, 2016",,,"
  -
"
24.1,-4.0,N/A,17.0,10.0,29%,North,30.71,5.8,2:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.9,-6.0,N/A,12.5,10.0,29%,NNW,30.72,8.1,3:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.9,-5.1,N/A,11.7,10.0,30%,NNW,30.73,9.2,4:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.0,-5.1,N/A,10.6,10.0,32%,North,30.72,9.2,5:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.9,-4.0,N/A,14.5,10.0,32%,North,30.71,5.8,6:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.0,-5.1,N/A,10.6,10.0,32%,North,30.71,9.2,7:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.0,-5.1,N/A,9.3,10.0,32%,NNW,30.71,11.5,8:54 PM,"Monday, December 19, 2016",,,"
  -
"
21.0,-4.0,N/A,10.6,10.0,33%,NW,30.69,9.2,9:54 PM,"Monday, December 19, 2016",,,"
  -
"
19.9,-4.0,N/A,10.1,10.0,35%,NNW,30.69,8.1,10:54 PM,"Monday, December 19, 2016",,,"
  -
"
19.9,-2.9,N/A,7.3,10.0,37%,NW,30.68,12.7,11:54 PM,"Monday, December 19, 2016",,,"
  -
"
19.9,-2.0,N/A,9.3,10.0,38%,NW,30.67,9.2,12:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
19.9,-0.0,N/A,10.1,10.0,42%,NW,30.68,8.1,1:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
19.0,-0.0,N/A,11.1,10.0,43%,NW,30.65,5.8,2:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
19.0,1.0,N/A,10.0,10.0,46%,NW,30.63,6.9,4:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
18.0,1.0,N/A,6.9,10.0,48%,NNW,30.63,9.2,5:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
18.0,1.9,N/A,8.7,10.0,50%,WNW,30.62,6.9,6:41 AM,"Tuesday, December 20, 2016",,,"
  -
"
18.0,1.9,N/A,9.8,10.0,50%,Variable,30.61,5.8,6:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
19.0,1.9,N/A,10.0,10.0,47%,WNW,30.60,6.9,7:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
21.0,3.9,N/A,12.4,10.0,48%,NW,30.60,6.9,8:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
24.1,3.0,N/A,16.0,10.0,40%,WNW,30.58,6.9,9:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
28.0,6.1,N/A,"
  -
",10.0,39%,Calm,30.53,Calm,10:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
28.9,10.9,N/A,"
  -
",10.0,47%,Calm,30.48,Calm,11:54 AM,"Tuesday, December 20, 2016",,,"
  -
"
30.0,15.1,N/A,24.1,10.0,54%,SSE,30.44,5.8,12:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
32.0,18.0,N/A,26.4,10.0,56%,SE,30.40,5.8,1:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
32.0,21.0,N/A,27.5,10.0,64%,SSE,30.38,4.6,2:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
32.0,21.9,N/A,26.4,10.0,66%,Variable,30.35,5.8,3:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,24.1,N/A,24.9,10.0,70%,South,30.31,10.4,4:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,24.1,N/A,24.9,10.0,70%,South,30.27,10.4,5:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,24.1,N/A,23.9,10.0,70%,South,30.26,12.7,6:05 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,25.0,N/A,24.4,10.0,72%,South,30.23,11.5,6:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
34.0,27.0,N/A,25.0,10.0,75%,SSW,30.20,12.7,7:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,27.0,N/A,23.0,10.0,78%,SW,30.17,15.0,8:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
34.0,27.0,N/A,25.0,10.0,75%,SW,30.18,12.7,9:30 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,27.0,N/A,23.9,10.0,78%,SW,30.17,12.7,9:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,27.0,N/A,24.4,10.0,78%,SW,30.17,11.5,10:10 PM,"Tuesday, December 20, 2016",,,"
  -
"
33.1,28.0,N/A,22.6,10.0,82%,SW,30.13,16.1,10:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
34.0,27.0,N/A,23.8,10.0,75%,WSW,30.09,16.1,11:54 PM,"Tuesday, December 20, 2016",,,"
  -
"
34.0,21.9,N/A,23.0,10.0,61%,WSW,30.06,18.4,12:54 AM,"Wednesday, December 21, 2016",,,28.8
33.1,18.0,N/A,22.6,10.0,54%,WSW,30.07,16.1,1:54 AM,"Wednesday, December 21, 2016",,,27.6
33.1,17.1,N/A,23.0,10.0,52%,WSW,30.05,15.0,2:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
32.0,17.1,N/A,24.2,10.0,54%,WSW,30.05,9.2,3:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
30.9,16.0,N/A,21.7,10.0,54%,WSW,30.06,11.5,4:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
30.9,16.0,N/A,22.2,10.0,54%,WSW,30.07,10.4,5:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
30.0,16.0,N/A,20.5,10.0,56%,SW,30.08,11.5,6:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
30.0,16.0,N/A,20.5,10.0,56%,SW,30.09,11.5,7:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
32.0,16.0,N/A,23.6,10.0,52%,SW,30.10,10.4,8:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
35.1,18.0,N/A,28.6,10.0,50%,West,30.10,8.1,9:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
37.9,19.0,N/A,30.9,10.0,47%,West,30.06,10.4,10:54 AM,"Wednesday, December 21, 2016",,,"
  -
"
39.9,19.9,N/A,32.5,10.0,45%,West,30.06,12.7,11:54 AM,"Wednesday, December 21, 2016",,,19.6
43.0,19.9,N/A,36.0,10.0,40%,West,30.05,13.8,12:54 PM,"Wednesday, December 21, 2016",,,21.9
44.1,19.0,N/A,38.1,10.0,37%,West,30.06,11.5,1:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
43.0,19.9,N/A,36.0,10.0,40%,West,30.07,13.8,2:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
39.9,21.9,N/A,31.8,10.0,49%,SW,30.10,15.0,3:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
37.9,23.0,N/A,32.1,10.0,55%,WSW,30.12,8.1,4:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
37.9,21.9,N/A,32.1,10.0,53%,West,30.14,8.1,5:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
37.0,21.9,N/A,29.3,10.0,54%,West,30.14,11.5,6:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
36.0,21.9,N/A,28.0,10.0,57%,West,30.15,11.5,7:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
36.0,21.9,N/A,28.5,10.0,57%,WNW,30.16,10.4,8:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
36.0,21.9,N/A,29.0,10.0,57%,West,30.17,9.2,9:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
34.0,21.9,N/A,27.2,10.0,61%,WSW,30.18,8.1,10:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
34.0,23.0,N/A,27.2,10.0,64%,WSW,30.16,8.1,11:54 PM,"Wednesday, December 21, 2016",,,"
  -
"
33.1,23.0,N/A,26.9,10.0,66%,WSW,30.15,6.9,12:54 AM,"Thursday, December 22, 2016",,,"
  -
"
30.9,21.9,N/A,26.2,10.0,69%,SSW,30.14,4.6,1:54 AM,"Thursday, December 22, 2016",,,"
  -
"
33.1,24.1,N/A,26.1,10.0,70%,SW,30.14,8.1,2:54 AM,"Thursday, December 22, 2016",,,"
  -
"
32.0,24.1,N/A,25.6,10.0,73%,SSW,30.11,6.9,3:54 AM,"Thursday, December 22, 2016",,,"
  -
"
33.1,23.0,N/A,27.7,10.0,66%,SW,30.12,5.8,4:54 AM,"Thursday, December 22, 2016",,,"
  -
"
33.1,23.0,N/A,30.0,10.0,66%,WSW,30.11,3.5,5:54 AM,"Thursday, December 22, 2016",,,"
  -
"
32.0,23.0,N/A,26.4,10.0,69%,SSE,30.09,5.8,6:54 AM,"Thursday, December 22, 2016",,,"
  -
"
33.1,23.0,N/A,26.9,10.0,66%,South,30.06,6.9,7:54 AM,"Thursday, December 22, 2016",,,"
  -
"
36.0,23.0,N/A,31.1,10.0,59%,SSW,30.06,5.8,8:54 AM,"Thursday, December 22, 2016",,,"
  -
"
36.0,24.1,0.00,29.6,10.0,62%,SSE,30.05,8.1,9:54 AM,"Thursday, December 22, 2016",,,"
  -
"
36.0,28.9,0.00,32.1,7.0,76%,SSW,30.01,4.6,10:47 AM,"Thursday, December 22, 2016",,,"
  -
"
37.0,28.9,0.00,31.6,7.0,73%,WSW,30.01,6.9,10:54 AM,"Thursday, December 22, 2016",,,"
  -
"
35.1,33.1,0.02,32.2,10.0,92%,South,29.97,3.5,11:45 AM,"Thursday, December 22, 2016",,,"
  -
"
36.0,34.0,0.02,33.3,10.0,93%,SSE,29.96,3.5,11:54 AM,"Thursday, December 22, 2016",,,"
  -
"
37.0,34.0,N/A,34.5,10.0,89%,SSE,29.92,3.5,12:54 PM,"Thursday, December 22, 2016",,,"
  -
"
37.0,35.1,0.00,34.5,10.0,93%,ESE,29.90,3.5,1:54 PM,"Thursday, December 22, 2016",,,"
  -
"
37.9,34.0,N/A,35.5,10.0,86%,North,29.91,3.5,2:54 PM,"Thursday, December 22, 2016",,,"
  -
"
39.0,33.1,N/A,34.8,9.0,79%,NNW,29.92,5.8,3:54 PM,"Thursday, December 22, 2016",,,"
  -
"
39.0,30.9,N/A,33.4,10.0,73%,WNW,29.94,8.1,4:54 PM,"Thursday, December 22, 2016",,,"
  -
"
39.0,30.0,N/A,32.8,10.0,70%,West,29.95,9.2,5:54 PM,"Thursday, December 22, 2016",,,"
  -
"
37.0,28.9,N/A,27.7,10.0,73%,West,29.96,16.1,6:54 PM,"Thursday, December 22, 2016",,,21.9
36.0,28.9,N/A,28.0,10.0,76%,WNW,29.98,11.5,7:54 PM,"Thursday, December 22, 2016",,,"
  -
"
36.0,28.9,N/A,26.3,10.0,76%,WNW,29.99,16.1,8:54 PM,"Thursday, December 22, 2016",,,23.0
35.1,28.9,N/A,26.4,10.0,78%,NW,30.02,12.7,9:54 PM,"Thursday, December 22, 2016",,,19.6
35.1,28.9,N/A,26.4,10.0,78%,WNW,30.05,12.7,10:54 PM,"Thursday, December 22, 2016",,,"
  -
"
36.0,28.9,N/A,27.1,10.0,76%,WNW,30.07,13.8,11:54 PM,"Thursday, December 22, 2016",,,25.3
37.0,28.9,N/A,29.8,10.0,73%,NW,30.10,10.4,12:54 AM,"Friday, December 23, 2016",,,"
  -
"
36.0,28.0,N/A,29.0,10.0,73%,West,30.15,9.2,1:54 AM,"Friday, December 23, 2016",,,"
  -
"
36.0,28.9,N/A,29.0,10.0,76%,WNW,30.18,9.2,2:54 AM,"Friday, December 23, 2016",,,"
  -
"
36.0,28.0,N/A,28.5,10.0,73%,NW,30.20,10.4,3:54 AM,"Friday, December 23, 2016",,,"
  -
"
37.0,28.0,N/A,27.4,10.0,70%,NW,30.22,17.3,4:54 AM,"Friday, December 23, 2016",,,21.9
36.0,26.1,N/A,29.6,10.0,67%,WNW,30.24,8.1,5:54 AM,"Friday, December 23, 2016",,,"
  -
"
35.1,25.0,N/A,29.3,10.0,67%,West,30.27,6.9,6:54 AM,"Friday, December 23, 2016",,,"
  -
"
36.0,25.0,N/A,28.5,10.0,64%,WSW,30.30,10.4,7:54 AM,"Friday, December 23, 2016",,,"
  -
"
37.9,26.1,N/A,31.5,10.0,62%,West,30.33,9.2,8:54 AM,"Friday, December 23, 2016",,,"
  -
"
39.9,26.1,N/A,33.4,10.0,58%,WSW,30.34,10.4,9:54 AM,"Friday, December 23, 2016",,,"
  -
"
41.0,25.0,N/A,33.9,10.0,53%,West,30.33,12.7,10:54 AM,"Friday, December 23, 2016",,,"
  -
"
43.0,25.0,N/A,36.0,10.0,49%,West,30.32,13.8,11:54 AM,"Friday, December 23, 2016",,,"
  -
"
44.1,25.0,N/A,37.4,10.0,47%,West,30.30,13.8,12:54 PM,"Friday, December 23, 2016",,,"
  -
"
45.0,26.1,N/A,38.5,10.0,48%,West,30.30,13.8,1:54 PM,"Friday, December 23, 2016",,,"
  -
"
45.0,26.1,N/A,39.7,10.0,48%,West,30.31,10.4,2:54 PM,"Friday, December 23, 2016",,,"
  -
"
44.1,26.1,N/A,37.7,10.0,49%,WSW,30.32,12.7,3:54 PM,"Friday, December 23, 2016",,,"
  -
"
42.1,26.1,N/A,36.6,10.0,53%,SW,30.33,9.2,4:54 PM,"Friday, December 23, 2016",,,"
  -
"
42.1,25.0,N/A,36.1,10.0,51%,SW,30.35,10.4,5:54 PM,"Friday, December 23, 2016",,,"
  -
"
39.9,25.0,N/A,33.4,10.0,55%,SW,30.35,10.4,6:54 PM,"Friday, December 23, 2016",,,"
  -
"
39.9,24.1,N/A,32.1,10.0,53%,WSW,30.35,13.8,7:54 PM,"Friday, December 23, 2016",,,24.2
37.9,24.1,N/A,32.7,10.0,57%,SW,30.35,6.9,8:54 PM,"Friday, December 23, 2016",,,"
  -
"
37.9,24.1,N/A,30.9,10.0,57%,SW,30.34,10.4,9:54 PM,"Friday, December 23, 2016",,,"
  -
"
37.0,24.1,N/A,28.9,10.0,59%,SW,30.34,12.7,10:54 PM,"Friday, December 23, 2016",,,"
  -
"
37.9,24.1,N/A,30.0,10.0,57%,SW,30.33,12.7,11:54 PM,"Friday, December 23, 2016",,,"
  -
"
37.0,25.0,N/A,30.4,10.0,62%,SW,30.31,9.2,12:54 AM,"Saturday, December 24, 2016",,,"
  -
"
37.0,26.1,N/A,28.9,10.0,65%,SW,30.32,12.7,1:54 AM,"Saturday, December 24, 2016",,,"
  -
"
37.0,27.0,N/A,32.4,10.0,67%,SW,30.29,5.8,2:54 AM,"Saturday, December 24, 2016",,,"
  -
"
36.0,28.0,N/A,29.0,10.0,73%,SSW,30.28,9.2,3:54 AM,"Saturday, December 24, 2016",,,"
  -
"
37.0,28.0,N/A,30.4,10.0,70%,South,30.24,9.2,4:54 AM,"Saturday, December 24, 2016",,,"
  -
"
37.9,28.9,N/A,31.5,10.0,70%,South,30.21,9.2,5:54 AM,"Saturday, December 24, 2016",,,"
  -
"
39.0,28.9,N/A,31.8,10.0,67%,SSW,30.21,11.5,6:54 AM,"Saturday, December 24, 2016",,,"
  -
"
39.9,30.0,N/A,31.4,10.0,68%,SW,30.21,16.1,7:54 AM,"Saturday, December 24, 2016",,,"
  -
"
41.0,34.0,0.00,33.1,8.0,76%,SSW,30.18,15.0,8:54 AM,"Saturday, December 24, 2016",,,"
  -
"
42.1,36.0,0.00,34.5,5.0,79%,SSW,30.16,15.0,9:54 AM,"Saturday, December 24, 2016",,,"
  -
"
42.1,39.0,0.03,34.5,4.0,89%,SSW,30.10,15.0,10:54 AM,"Saturday, December 24, 2016",,,"
  -
"
42.8,39.2,0.08,35.4,5.0,87%,SW,30.05,15.0,11:50 AM,"Saturday, December 24, 2016",,,"
  -
"
42.1,39.9,0.09,34.2,5.0,92%,SW,30.05,16.1,11:54 AM,"Saturday, December 24, 2016",,,"
  -
"
42.1,39.9,0.04,34.2,4.0,92%,SW,30.03,16.1,12:23 PM,"Saturday, December 24, 2016",,,"
  -
"
