,gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre,rating,audience,First_Week
133,"$8,535,575","PG-13,2005-09-16",An Unfinished Life,"7.0 based on 25,022 user ratings","$30,000,000",Lasse Hallström,108M,"Jennifer Lopez,Robert Redford,Morgan Freeman","         $1,008,308        

      (USA)
      ",2005,Drama,7.0,"25,022"," $1,008,308"
134,"$60,655,503","PG-13,2006-05-12",Poseidon,"5.6 based on 84,886 user ratings","$160,000,000",Wolfgang Petersen,98M,"Richard Dreyfuss,Kurt Russell,Emmy Rossum","         $22,155,410        

      (USA)
      ",2006,"Action,Adventure,Drama",5.6,"84,886"," $22,155,410"
135,"$18,595,716","PG,2006-03-03",Aquamarine,"5.3 based on 32,193 user ratings","$12,000,000",Elizabeth Allen Rosenbaum,104M,"Emma Roberts,Joanna 'JoJo' Levesque,Sara Paxton","         $7,482,669        

      (USA)
      ",2006,"Comedy,Family,Fantasy",5.3,"32,193"," $7,482,669"
136,"$48,291,624","PG-13,2005-09-16",Just Like Heaven,"6.7 based on 85,776 user ratings","$58,000,000",Mark Waters,95M,"Reese Witherspoon,Mark Ruffalo,Donal Logue","         $16,408,718        

      (USA)
      ",2005,"Comedy,Fantasy,Romance",6.7,"85,776"," $16,408,718"
138,"$103,338,338","PG-13,2006-12-25",Dreamgirls,"6.5 based on 58,837 user ratings","$70,000,000",Bill Condon,130M,"Beyoncé Knowles,Jamie Foxx,Eddie Murphy","         $378,950        

      (USA)
      ",2006,"Drama,Music,Musical",6.5,"58,837"," $378,950"
139,"$6,301,131","R,2005-03-04",The Jacket,"7.1 based on 96,424 user ratings","$29,000,000",John Maybury,103M,"Adrien Brody,Keira Knightley,Daniel Craig","         $2,723,682        

      (USA)
      ",2005,"Drama,Mystery,Sci-Fi",7.1,"96,424"," $2,723,682"
140,"$50,382,128","PG-13,2005-02-25",Diary of a Mad Black Woman,"5.7 based on 10,921 user ratings","$5,500,000",Darren Grant,116M,"Kimberly Elise,Steve Harris,Tyler Perry","         $21,905,089        

      (USA)
      ",2005,"Comedy,Drama,Romance",5.7,"10,921"," $21,905,089"
141,"$24,520,892","R,2005-05-13",Unleashed,"7.0 based on 88,242 user ratings","$45,000,000",Louis Leterrier,103M,"Jet Li,Bob Hoskins,Morgan Freeman","         $1,924,204        

      (France)
      ",2005,"Action,Crime,Drama",7.0,"88,242"," $1,924,204"
142,"$95,149,435","G,2004-08-11",The Princess Diaries 2: Royal Engagement,"5.7 based on 57,721 user ratings","$40,000,000",Garry Marshall,113M,"Anne Hathaway,Callum Blue,Julie Andrews","         $22,956,453        

      (USA)
      ",2004,"Comedy,Family,Romance",5.7,"57,721"," $22,956,453"
143,"$4,476,235","R,2005-05-13",Mindhunters,"6.4 based on 51,038 user ratings","$27,000,000",Renny Harlin,106M,"Val Kilmer,LL Cool J,Christian Slater","         $2,580        

      (Finland)
      ",2004,"Crime,Horror,Mystery",6.4,"51,038"," $2,580"
144,"$85,329,248","G,2003-10-31",Brother Bear,"6.8 based on 75,311 user ratings","$128,000,000",Aaron Blaise,85M,"Joaquin Phoenix,Jeremy Suarez,Rick Moranis","         $291,940        

      (USA)
      ",2003,"Animation,Adventure,Comedy",6.8,"75,311"," $291,940"
145,"$88,200,225","PG-13,2004-03-05",Starsky & Hutch,"6.1 based on 124,104 user ratings","$60,000,000",Todd Phillips,101M,"Ben Stiller,Owen Wilson,Snoop Dogg","         $28,103,367        

      (USA)
      ",2004,"Comedy,Crime",6.1,"124,104"," $28,103,367"
146,"$85,416,609","PG,2004-11-19",The SpongeBob SquarePants Movie,"7.0 based on 62,249 user ratings","$30,000,000",Stephen Hillenburg,87M,"Jeffrey Tambor,Rodger Bumpass,Carolyn Lawrence","         $32,018,216        

      (USA)
      ",2004,"Animation,Adventure,Comedy",7.0,"62,249"," $32,018,216"
147,"$47,781,388","PG-13,2004-03-12",Secret Window,"6.6 based on 153,829 user ratings","$40,000,000",David Koepp,96M,"Johnny Depp,Maria Bello,John Turturro","         $18,237,568        

      (USA)
      ",2004,"Mystery,Thriller",6.6,"153,829"," $18,237,568"
148,"$59,588,068","R,2003-11-21",Gothika,"5.8 based on 92,711 user ratings","$40,000,000",Mathieu Kassovitz,98M,"Halle Berry,Penélope Cruz,Robert Downey Jr.","         $19,288,438        

      (USA)
      ",2003,"Horror,Mystery,Thriller",5.8,"92,711"," $19,288,438"
149,"$62,536","R,2002-09-20",Trapped,"6.2 based on 20,218 user ratings","$30,000,000",Luis Mandoki,106M,"Kevin Bacon,Charlize Theron,Courtney Love","         $3,210,765        

      (USA)
      ",2002,"Action,Crime,Drama",6.2,"20,218"," $3,210,765"
150,"$31,111,260","PG-13,2003-03-28",The Core,"5.4 based on 79,742 user ratings","$60,000,000",Jon Amiel,135M,"Aaron Eckhart,Hilary Swank,Delroy Lindo","         £583,238        

      (UK)
      ",2003,"Action,Adventure,Sci-Fi",5.4,"79,742"," £583,238"
151,"$93,307,796","PG-13,2002-12-20",Two Weeks Notice,"6.1 based on 89,900 user ratings","$60,000,000",Marc Lawrence,101M,"Sandra Bullock,Hugh Grant,Alicia Witt","         $14,328,494        

      (USA)
      ",2002,"Comedy,Romance",6.1,"89,900"," $14,328,494"
152,"$26,183,197","R,2003-04-04",A Man Apart,"6.1 based on 39,764 user ratings","$36,000,000",F. Gary Gray,109M,"Vin Diesel,Timothy Olyphant,Larenz Tate","         £527,730        

      (UK)
      ",2003,"Action,Crime,Drama",6.1,"39,764"," £527,730"
153,"$27,972,410","PG,2003-07-18",Johnny English,"6.1 based on 119,219 user ratings","$35,000,000",Peter Howitt,87M,"Rowan Atkinson,John Malkovich,Natalie Imbruglia","         £3,435,342        

      (UK)
      ",2003,"Action,Adventure,Comedy",6.1,"119,219"," £3,435,342"
154,"$93,815,117","PG-13,2002-12-13",Maid in Manhattan,"5.1 based on 71,297 user ratings","$55,000,000",Wayne Wang,105M,"Jennifer Lopez,Ralph Fiennes,Natasha Richardson","         $18,711,407        

      (USA)
      ",2002,"Comedy,Drama,Romance",5.1,"71,297"," $18,711,407"
155,"$46,455,802","R,2003-01-31",Final Destination 2,"6.2 based on 126,256 user ratings","$26,000,000",David R. Ellis,90M,"A.J. Cook,Ali Larter,Tony Todd","         $16,017,141        

      (USA)
      ",2003,"Horror,Thriller",6.2,"126,256"," $16,017,141"
156,"$17,791,031","R,2002-11-01",Punch-Drunk Love,"7.3 based on 115,594 user ratings","$25,000,000",Paul Thomas Anderson,95M,"Adam Sandler,Emily Watson,Philip Seymour Hoffman","         $367,203        

      (USA)
      ",2002,"Comedy,Drama,Romance",7.3,"115,594"," $367,203"
157,"$25,178,165","PG-13,2001-02-16",Sweet November,"6.7 based on 73,227 user ratings","$40,000,000",Pat O'Connor,119M,"Keanu Reeves,Charlize Theron,Jason Isaacs","         $11,015,226        

      (USA)
      ",2001,"Drama,Romance",6.7,"73,227"," $11,015,226"
158,"$30,079,316","R,2002-10-25",Ghost Ship,"5.5 based on 78,927 user ratings","$35,000,000",Steve Beck,91M,"Julianna Margulies,Gabriel Byrne,Ron Eldard","         $11,503,423        

      (USA)
      ",2002,Horror,5.5,"78,927"," $11,503,423"
159,"$106,793,915","G,2000-06-23",Chicken Run,"7.0 based on 146,981 user ratings","$45,000,000",Peter Lord,84M,"Mel Gibson,Julia Sawalha,Phil Daniels","         $17,506,162        

      (USA)
      ",2000,"Animation,Adventure,Comedy",7.0,"146,981"," $17,506,162"
160,"$31,252,964","R,2002-03-01",Monster's Ball,"7.1 based on 73,572 user ratings","$4,000,000",Marc Forster,111M,"Billy Bob Thornton,Halle Berry,Taylor Simpson","         $133,208        

      (USA)
      ",2001,"Drama,Romance",7.1,"73,572"," $133,208"
161,"$31,155,435","R,2001-12-21",How High,"6.3 based on 44,793 user ratings","$20,000,000",Jesse Dylan,93M,"Method Man,Redman,Obba Babatundé","         $9,779,850        

      (USA)
      ",2001,"Comedy,Fantasy",6.3,"44,793"," $9,779,850"
162,"$37,939,782","R,2002-03-01",40 Days and 40 Nights,"5.6 based on 63,806 user ratings","$17,000,000",Michael Lehmann,96M,"Josh Hartnett,Shannyn Sossamon,Paulo Costanzo","         $12,229,529        

      (USA)
      ",2002,"Comedy,Romance",5.6,"63,806"," $12,229,529"
163,"$59,068,786","PG-13,2001-11-30",Behind Enemy Lines,"6.4 based on 89,583 user ratings","$40,000,000",John Moore,106M,"Gene Hackman,Owen Wilson,Gabriel Macht","         $18,736,133        

      (USA)
      ",2001,"Action,Drama,Thriller",6.4,"89,583"," $18,736,133"
164,"$39,442,871","PG-13,2000-11-10",Little Nicky,"5.3 based on 83,848 user ratings","$85,000,000",Steven Brill,90M,"Adam Sandler,Patricia Arquette,Harvey Keitel","         $16,063,904        

      (USA)
      ",2000,"Comedy,Fantasy",5.3,"83,848"," $16,063,904"
165,"$16,938,179","R,2000-02-18",Boiler Room,"7.0 based on 42,902 user ratings","$7,000,000",Ben Younger,120M,"Giovanni Ribisi,Vin Diesel,Nia Long","         $6,722,884        

      (USA)
      ",2000,"Crime,Drama,Thriller",7.0,"42,902"," $6,722,884"
166,"$60,652,036","R,1999-10-01",Three Kings,"7.1 based on 142,549 user ratings","$75,000,000",David O. Russell,114M,"George Clooney,Mark Wahlberg,Ice Cube","         $15,847,636        

      (USA)
      ",1999,"Action,Adventure,Comedy",7.1,"142,549"," $15,847,636"
167,"$69,304,264","R,1999-08-06",The Thomas Crown Affair,"6.8 based on 75,450 user ratings","$48,000,000",John McTiernan,113M,"Pierce Brosnan,Rene Russo,Denis Leary","         $14,600,719        

      (USA)
      ",1999,"Crime,Romance,Thriller",6.8,"75,450"," $14,600,719"
168,"$15,500,000","R,1999-05-28",The Thirteenth Floor,"7.0 based on 54,856 user ratings","$16,000,000",Josef Rusnak,100M,"Craig Bierko,Gretchen Mol,Armin Mueller-Stahl","         $4,278,452        

      (USA)
      ",1999,"Mystery,Sci-Fi,Thriller",7.0,"54,856"," $4,278,452"
169,"$73,648,142","R,1999-07-28",Deep Blue Sea,"5.8 based on 103,232 user ratings","$60,000,000",Renny Harlin,105M,"Thomas Jane,Saffron Burrows,Samuel L. Jackson","         $19,107,643        

      (USA)
      ",1999,"Action,Sci-Fi,Thriller",5.8,"103,232"," $19,107,643"
170,"$81,517,441","R,1999-02-05",Payback,"7.1 based on 115,589 user ratings","$90,000,000",Brian Helgeland,100M,"Mel Gibson,Gregg Henry,Maria Bello","         $21,221,526        

      (USA)
      ",1999,"Action,Crime,Drama",7.1,"115,589"," $21,221,526"
172,"$113,745,408","PG-13,1999-06-30",Wild Wild West,"4.8 based on 134,054 user ratings","$170,000,000",Barry Sonnenfeld,106M,"Will Smith,Kevin Kline,Kenneth Branagh","         $36,434,750        

      (USA)
      ",1999,"Action,Comedy,Sci-Fi",4.8,"134,054"," $36,434,750"
195,"$43,282","R,2015-04-10",Lost River,"5.8 based on 13,120 user ratings","$2,000,000",Ryan Gosling,95M,"Christina Hendricks,Iain De Caestecker,Matt Smith","         $20,828        

      (USA)
      ",2014,"Drama,Fantasy,Mystery",5.8,"13,120"," $20,828"
199,"$33,328,051","R,1996-10-11",The Long Kiss Goodnight,"6.7 based on 62,755 user ratings","$65,000,000",Renny Harlin,121M,"Geena Davis,Samuel L. Jackson,Yvonne Zima","         $9,065,363        

      (USA)
      ",1996,"Action,Crime,Drama",6.7,"62,755"," $9,065,363"
200,"$3,168,660","NC-17,1997-03-21",Crash,"6.4 based on 43,900 user ratings","$9,000,000",David Cronenberg,100M,"James Spader,Holly Hunter,Elias Koteas","         ITL 1,372,969,000        

      (Italy)
      ",1996,Drama,6.4,"43,900"," ITL 1,372,969,000"
201,"$19,820","R,1997-11-24",Gummo,"6.7 based on 25,726 user ratings","$1,300,000",Harmony Korine,89M,"Nick Sutton,Jacob Sewell,Lara Tosh","         $19,820        

      (USA)
      ",1997,"Comedy,Drama",6.7,"25,726"," $19,820"
206,"$21,994,911","R,2000-11-10",Billy Elliot,"7.7 based on 102,493 user ratings","$5,000,000",Stephen Daldry,110M,"Jamie Bell,Julie Walters,Jean Heywood","         £1,541,109        

      (UK)
      ",2000,"Drama,Music,Romance",7.7,"102,493"," £1,541,109"
208,"$65,653,758","PG-13,2003-07-25",Lara Croft Tomb Raider: The Cradle of Life,"5.5 based on 107,674 user ratings","$95,000,000",Jan de Bont,117M,"Angelina Jolie,Gerard Butler,Chris Barrie","         $21,783,641        

      (USA)
      ",2003,"Action,Adventure,Fantasy",5.5,"107,674"," $21,783,641"
212,"$228,477","R,2010-01-13",Black Dynamite,"7.4 based on 37,611 user ratings","$2,900,000",Scott Sanders,84M,"Arsenio Hall,Tommy Davidson,Phyllis Applegate","         $131,862        

      (USA)
      ",2009,"Action,Comedy",7.4,"37,611"," $131,862"
213,"$219,613,391","PG,2009-12-23",Alvin and the Chipmunks: The Squeakquel,"4.5 based on 33,593 user ratings","$75,000,000",Betty Thomas,88M,"Jason Lee,Zachary Levi,David Cross","         £5,347,191        

      (UK)
      ",2009,"Animation,Comedy,Family",4.5,"33,593"," £5,347,191"
216,"$3,247,816","R,2010-10-22",You Will Meet a Tall Dark Stranger,"6.3 based on 38,083 user ratings","$22,000,000",Woody Allen,98M,"Anthony Hopkins,Naomi Watts,Josh Brolin","         $160,103        

      (USA)
      ",2010,"Comedy,Drama,Romance",6.3,"38,083"," $160,103"
218,"$214,966","R,2010-06-08",The Killer Inside Me,"6.1 based on 29,587 user ratings","$13,000,000",Michael Winterbottom,109M,"Casey Affleck,Kate Hudson,Jessica Alba","         £124,006        

      (UK)
      ",2010,"Crime,Drama,Thriller",6.1,"29,587"," £124,006"
220,"$10,484","R,2010-11-26",London Boulevard,"6.2 based on 41,747 user ratings","$25,000,000",William Monahan,103M,"Colin Farrell,Keira Knightley,Ray Winstone","         £577,224        

      (UK)
      ",2010,"Crime,Drama",6.2,"41,747"," £577,224"
222,"$82,740","R,2012-11-23",High School,"5.9 based on 6,540 user ratings","$1,000,000",John Stalberg Jr.,99M,"Matt Bush,Sean Marquette,Adrien Brody","         $82,740        

      (USA)
      ",2010,Comedy,5.9,"6,540"," $82,740"
227,"$969,239","R,2012-02-24",Rampart,"5.8 based on 20,504 user ratings","$12,000,000",Oren Moverman,108M,"Woody Harrelson,Ben Foster,Sigourney Weaver","         $60,446        

      (USA)
      ",2011,"Crime,Drama",5.8,"20,504"," $60,446"
229,"$1,098","NOT RATED,2011-08-25",Flypaper,"6.4 based on 28,087 user ratings","$5,000,000",Rob Minkoff,87M,"Patrick Dempsey,Ashley Judd,Tim Blake Nelson","         $1,098        

      (USA)
      ",2011,"Comedy,Crime,Mystery",6.4,"28,087"," $1,098"
235,"$1,744","R,2012-04-20",The Samaritan,"5.6 based on 7,984 user ratings","$12,000,000",David Weaver,90M,"Samuel L. Jackson,Luke Kirby,Ruth Negga","         $1,744        

      (USA)
      ",2012,"Crime,Drama,Thriller",5.6,"7,984"," $1,744"
237,"$46,495","R,2012-06-01",Margaret,"6.5 based on 13,319 user ratings","$14,000,000",Kenneth Lonergan,150M,"Anna Paquin,Matt Damon,Mark Ruffalo","         $7,525        

      (USA)
      ",2011,Drama,6.5,"13,319"," $7,525"
238,"$9,353,573","PG,2009-04-10",Dragonball: Evolution,"2.7 based on 59,336 user ratings","$30,000,000",James Wong,85M,"Justin Chatwin,James Marsters,Yun-Fat Chow","         £436,224        

      (UK)
      ",2009,"Action,Adventure,Fantasy",2.7,"59,336"," £436,224"
240,"$19,781,879","PG-13,2008-12-25",The Spirit,"4.8 based on 55,011 user ratings","$60,000,000",Frank Miller,103M,"Gabriel Macht,Samuel L. Jackson,Scarlett Johansson","         $6,463,278        

      (USA)
      ",2008,"Action,Crime,Fantasy",4.8,"55,011"," $6,463,278"
241,"$59,992,760","R,2009-07-10",Brüno,"5.8 based on 123,876 user ratings","$42,000,000",Larry Charles,81M,"Sacha Baron Cohen,Gustaf Hammarsten,Clifford Bañagale","         £5,000,229        

      (UK)
      ",2009,Comedy,5.8,"123,876"," £5,000,229"
242,"$12,232,937","PG-13,2009-03-27",12 Rounds,"5.6 based on 23,737 user ratings","$22,000,000",Renny Harlin,108M,"John Cena,Ashley Scott,Aidan Gillen","         $5,329,240        

      (USA)
      ",2009,"Action,Crime,Thriller",5.6,"23,737"," $5,329,240"
243,"$23,527,748","PG-13,2008-08-27",Traitor,"7.0 based on 50,372 user ratings","$22,000,000",Jeffrey Nachmanoff,114M,"Don Cheadle,Guy Pearce,Archie Panjabi","         $10,006,327        

      (USA)
      ",2008,"Action,Crime,Drama",7.0,"50,372"," $10,006,327"
245,"$56,729,973","R,2008-10-24",Saw V,"5.8 based on 93,137 user ratings","$10,800,000",David Hackl,92M,"Scott Patterson,Costas Mandylor,Tobin Bell","         $30,053,954        

      (USA)
      ",2008,"Horror,Mystery",5.8,"93,137"," $30,053,954"
246,"$43,929,341","PG,2008-05-09",Speed Racer,"6.0 based on 59,868 user ratings","$120,000,000",Lana Wachowski,135M,"Emile Hirsch,Matthew Fox,Christina Ricci","         £362,102        

      (UK)
      ",2008,"Action,Family,Sci-Fi",6.0,"59,868"," £362,102"
247,"$7,948,159","R,2008-12-05",Punisher: War Zone,"6.0 based on 51,146 user ratings","$35,000,000",Lexi Alexander,103M,"Ray Stevenson,Dominic West,Julie Benz","         $4,271,451        

      (USA)
      ",2008,"Action,Crime,Drama",6.0,"51,146"," $4,271,451"
248,"$30,691,439","R,2008-08-15",Mirrors,"6.2 based on 89,929 user ratings","$35,000,000",Alexandre Aja,110M,"Kiefer Sutherland,Paula Patton,Amy Smart","         $11,161,074        

      (USA)
      ",2008,"Horror,Mystery",6.2,"89,929"," $11,161,074"
249,"$33,422,556","PG-13,2008-12-25",Doubt,"7.5 based on 103,915 user ratings","$20,000,000",John Patrick Shanley,104M,"Meryl Streep,Philip Seymour Hoffman,Amy Adams","         $507,226        

      (USA)
      ",2008,"Drama,Mystery",7.5,"103,915"," $507,226"
251,"$28,563,179","R,2007-10-12",We Own the Night,"6.9 based on 74,646 user ratings","$21,000,000",James Gray,117M,"Joaquin Phoenix,Mark Wahlberg,Eva Mendes","         $10,826,287        

      (USA)
      ",2007,"Crime,Drama,Thriller",6.9,"74,646"," $10,826,287"
253,"$11,702,090","PG-13,2007-09-21",Sydney White,"6.3 based on 39,327 user ratings","$16,500,000",Joe Nussbaum,108M,"Amanda Bynes,Sara Paxton,Matt Long","         $5,196,380        

      (USA)
      ",2007,"Comedy,Romance",6.3,"39,327"," $5,196,380"
254,"$95,323,496","PG-13,2007-02-09",Norbit,"4.0 based on 55,448 user ratings","$60,000,000",Brian Robbins,102M,"Eddie Murphy,Thandie Newton,Terry Crews","         $34,195,434        

      (USA)
      ",2007,"Comedy,Romance",4.0,"55,448"," $34,195,434"
255,"$43,792,641","PG-13,2007-07-03",License to Wed,"5.3 based on 33,255 user ratings","$35,000,000",Ken Kwapis,91M,"Mandy Moore,John Krasinski,Robin Williams","         $10,422,258        

      (USA)
      ",2007,"Comedy,Romance",5.3,"33,255"," $10,422,258"
256,"$119,684,970","PG-13,2007-07-20",I Now Pronounce You Chuck & Larry,"6.0 based on 123,943 user ratings","$85,000,000",Dennis Dugan,115M,"Adam Sandler,Kevin James,Jessica Biel","         $34,233,750        

      (USA)
      ",2007,"Comedy,Romance",6.0,"123,943"," $34,233,750"
257,"$36,771,343","R,2007-10-05",The Heartbreak Kid,"5.8 based on 74,419 user ratings","$60,000,000",Bobby Farrelly,116M,"Ben Stiller,Michelle Monaghan,Malin Akerman","         £1,236,288        

      (UK)
      ",2007,"Comedy,Romance",5.8,"74,419"," £1,236,288"
258,"$90,636,983","PG,2007-09-28",The Game Plan,"6.2 based on 46,681 user ratings","$22,000,000",Andy Fickman,110M,"Dwayne Johnson,Kyra Sedgwick,Madison Pettis","         $22,950,971        

      (USA)
      ",2007,"Comedy,Family,Sport",6.2,"46,681"," $22,950,971"
259,"$11,896,380","R,2007-10-26",The Darjeeling Limited,"7.2 based on 146,137 user ratings","$17,500,000",Wes Anderson,91M,"Owen Wilson,Adrien Brody,Jason Schwartzman","         $134,938        

      (USA)
      ",2007,"Adventure,Comedy,Drama",7.2,"146,137"," $134,938"
